image_id,healthy,multiple_diseases,rust,scab
Test_31,0.00015791150508448482,0.11919358372688293,0.8805879950523376,6.045448390068486e-05
Test_32,0.012897370383143425,0.014841482974588871,0.00027142532053403556,0.9719897508621216
Test_33,0.0035161287523806095,0.01633017510175705,8.471328328596428e-05,0.9800689220428467
Test_34,0.010579177178442478,0.007254640106111765,0.00013769093493465334,0.9820284843444824
Test_35,9.17524957912974e-05,0.0008177581476047635,4.97171697588783e-07,0.9990900754928589
Test_36,0.00018420122796669602,0.01371998805552721,0.9860644340515137,3.134425060125068e-05
Test_37,0.0017030832823365927,0.0035361757036298513,1.4376316357811447e-05,0.9947463870048523
Test_38,4.4854023144580424e-05,0.006954515818506479,1.4813980442340835e-06,0.9929990768432617
Test_39,0.0026153239887207747,0.025897037237882614,0.9703962802886963,0.0010913147125393152
Test_40,0.00031181550002656877,0.03136919066309929,0.9681858420372009,0.00013316910190042108
Test_41,0.000495168671477586,0.019968943670392036,0.9795083999633789,2.743249206105247e-05
Test_42,8.754275313549442e-07,0.0006116361473686993,6.7465402153743526e-09,0.9993875026702881
Test_43,0.003052612766623497,0.02082097716629505,0.9758146405220032,0.00031173336901701987
Test_44,0.04052051529288292,0.019024040549993515,0.0004393302951939404,0.9400160312652588
Test_45,0.001248337677679956,0.021833082661032677,6.006805051583797e-05,0.9768584966659546
Test_46,0.09691172093153,0.051720552146434784,0.0010301269358024001,0.8503376245498657
Test_47,2.700973888991598e-09,0.0017238189466297626,0.9982762336730957,6.100423638466523e-11
Test_48,9.177275046567956e-07,0.001761912484653294,0.998237133026123,1.7685996667182735e-08
Test_49,0.006608971394598484,0.007868054322898388,0.9852750301361084,0.0002479802933521569
Test_50,0.000847680785227567,0.016697095707058907,0.9822599291801453,0.00019537046318873763
Test_51,0.00031335075618699193,0.16754330694675446,0.8316100835800171,0.0005332579603418708
Test_52,0.000360036181518808,0.036625564098358154,0.962942361831665,7.198711682576686e-05
Test_53,2.3687975669872685e-07,0.0002845349663402885,0.9997151494026184,2.4396853426367215e-09
Test_54,0.057879358530044556,0.41967880725860596,0.029141556471586227,0.4933002293109894
Test_55,0.0020690083038061857,0.0008245669887401164,4.13826046496979e-06,0.9971022009849548
Test_56,0.09114804863929749,0.08258078247308731,0.0014424563851207495,0.8248287439346313
Test_57,0.9225729703903198,0.003255944000557065,0.00624467059969902,0.06792642921209335
Test_58,0.0028934264555573463,0.01748230867087841,0.00010385951463831589,0.9795204401016235
Test_59,0.6850029826164246,0.14660105109214783,0.0922735258936882,0.0761224702000618
Test_60,0.0036302837543189526,0.010255595669150352,4.62102543679066e-05,0.9860679507255554
Test_61,0.9856910109519958,0.0007769787334837019,0.0003389847988728434,0.013193091377615929
Test_62,0.074858658015728,0.1032019704580307,0.006933967117220163,0.8150054216384888
Test_63,0.0015225941315293312,0.029105739668011665,5.0335554988123477e-05,0.9693212509155273
Test_64,0.009349400177598,0.01020014751702547,0.00012388528557494283,0.9803265333175659
Test_65,0.0029867193661630154,0.562653124332428,0.42453518509864807,0.00982498936355114
Test_66,0.9903227686882019,0.002890479750931263,0.00482689356431365,0.0019599273800849915
Test_67,0.01736900769174099,0.06478790938854218,0.9130402207374573,0.004802952986210585
Test_68,0.005837136413902044,0.11703658103942871,0.0023336613085120916,0.8747926354408264
Test_69,0.012443150393664837,0.06755176186561584,0.9158114790916443,0.004193614237010479
Test_70,0.017706885933876038,0.021880483254790306,0.00056965317344293,0.9598429799079895
Test_71,0.015240415930747986,0.05992881953716278,0.922635555267334,0.0021951713133603334
Test_72,0.06326664239168167,0.028200818225741386,0.0005552024231292307,0.9079774022102356
Test_73,0.9783132672309875,0.001346983714029193,0.0004424563667271286,0.019897229969501495
Test_74,0.9689717888832092,0.0029218599665910006,0.0007161237299442291,0.027390167117118835
Test_75,0.04557015374302864,0.012767820619046688,0.000543280562851578,0.9411187171936035
Test_76,0.987193763256073,0.0009195161401294172,0.0007607184816151857,0.01112588681280613
Test_77,0.005129480268806219,0.00756544666364789,0.9867673516273499,0.0005376518238335848
Test_78,0.00043995174928568304,0.008764977566897869,1.2839041119150352e-05,0.9907822012901306
Test_79,0.27020999789237976,0.03337676450610161,0.003055318258702755,0.6933578848838806
Test_80,0.003647434990853071,0.7928991317749023,0.04342566058039665,0.16002780199050903
Test_81,0.0014228459913283587,0.08145825564861298,0.9158779978752136,0.0012409311020746827
Test_82,0.24407373368740082,0.30257436633110046,0.39407476782798767,0.05927710980176926
Test_83,0.03154347464442253,0.5431236028671265,0.3485260605812073,0.07680690288543701
Test_84,0.0017012996831908822,0.001765391556546092,1.5887462723185308e-05,0.9965174198150635
Test_85,0.03751722723245621,0.07771559804677963,0.0034377125557512045,0.8813294172286987
Test_86,0.05233293026685715,0.28541651368141174,0.6443890929222107,0.01786147803068161
Test_87,0.8419108986854553,0.0439123697578907,0.01645677350461483,0.09771991521120071
Test_88,0.005029002204537392,0.7723181247711182,0.10571884363889694,0.11693403869867325
Test_89,0.1810077428817749,0.014527286402881145,0.00024396700609941036,0.804220974445343
Test_90,1.5829507901798934e-05,0.02660030499100685,0.9733811020851135,2.7677601792674977e-06
Test_91,0.9522126913070679,0.01248247642070055,0.002330368384718895,0.03297439217567444
Test_92,0.9611265659332275,0.002141773235052824,0.0020946336444467306,0.03463699296116829
Test_93,0.0007288104970939457,0.03414885699748993,0.9650287628173828,9.353111090604216e-05
Test_94,0.00154744868632406,0.007866833359003067,2.5888592062983662e-05,0.9905598759651184
Test_95,0.9856250882148743,0.00220325100235641,0.0012450708309188485,0.010926509276032448
Test_96,0.003422894747927785,0.005135850515216589,3.925337296095677e-05,0.9914019703865051
Test_97,0.9328811168670654,0.0022893045097589493,0.0007006664527580142,0.06412891298532486
Test_98,0.00041315812268294394,0.01620117574930191,1.2185073501314037e-05,0.9833734035491943
Test_99,0.017938975244760513,0.010416001081466675,9.638757910579443e-05,0.9715486764907837
Test_100,0.0001432044227840379,0.004155976697802544,1.3223178711996297e-06,0.9956995248794556
Test_101,0.7962446808815002,0.00590132363140583,0.0007570770685561001,0.19709689915180206
Test_102,0.004086844157427549,0.00535983219742775,2.7129804948344827e-05,0.9905261993408203
Test_103,0.9908343553543091,0.0020850880537182093,0.0025244103744626045,0.004556047264486551
Test_104,0.0003091575053986162,0.008137195371091366,2.095944910252001e-05,0.9915327429771423
Test_105,0.0033243857324123383,0.014917360618710518,0.00015758741938043386,0.9816006422042847
Test_106,0.99339359998703,0.0003749589086510241,0.00028294880758039653,0.00594856683164835
Test_107,0.386339008808136,0.2282036691904068,0.07866617292165756,0.30679112672805786
Test_108,0.0012440630234777927,0.014285523444414139,3.475709672784433e-05,0.9844356775283813
Test_109,0.032893918454647064,0.020600954070687294,0.0004947972483932972,0.9460102915763855
Test_110,0.9920042157173157,0.0007375049754045904,0.0008739469922147691,0.006384241860359907
Test_111,0.48150956630706787,0.009026125073432922,0.0023931539617478848,0.5070711374282837
Test_112,0.01677539385855198,0.2218271642923355,0.7554271221160889,0.005970303434878588
Test_113,0.0030994766857475042,0.7497284412384033,0.06331917643547058,0.18385285139083862
Test_114,0.001996475737541914,0.07355502992868423,0.0003687514690682292,0.9240798354148865
Test_115,0.003167426912114024,0.0071289511397480965,0.9894633293151855,0.00024028128245845437
Test_116,0.14118140935897827,0.04504527524113655,0.8116660118103027,0.0021072879899293184
Test_117,0.0010522111551836133,0.03176194429397583,0.9669801592826843,0.00020566578314173967
Test_118,0.0007646643789485097,0.03964916616678238,0.95951908826828,6.719341763528064e-05
Test_119,0.9669803977012634,0.0062484946101903915,0.003640903625637293,0.023130182176828384
Test_120,0.00020284859056118876,0.02688676491379738,0.9728589057922363,5.1545201131375507e-05
Test_121,0.05287441983819008,0.2412559539079666,0.6718730926513672,0.033996518701314926
Test_122,0.0015649466076865792,0.2293786257505417,0.7677090167999268,0.0013474045554175973
Test_123,0.0006130167166702449,0.6476942896842957,0.345713347196579,0.005979376845061779
Test_124,0.0006643079104833305,0.006183363031595945,7.409166300931247e-06,0.9931448698043823
Test_125,0.79692143201828,0.006322307512164116,0.0003477139980532229,0.19640855491161346
Test_126,0.993865430355072,0.000717946095392108,0.0003679638321045786,0.005048668012022972
Test_127,0.01763642206788063,0.010123245418071747,0.00023734413844067603,0.9720030426979065
Test_128,0.09977780282497406,0.4701082706451416,0.10320103913545609,0.32691290974617004
Test_129,0.021230516955256462,0.18156448006629944,0.7754155397415161,0.021789446473121643
Test_130,0.00011345660459483042,0.004008500836789608,1.6098052810775698e-06,0.9958763122558594
Test_131,1.8002467186306603e-05,0.0015641696518287063,2.3713270991265745e-07,0.9984176158905029
Test_132,0.9929172992706299,0.0004892721772193909,0.0005588502972386777,0.006034553050994873
Test_133,6.644292170676636e-06,0.002178995171561837,1.383707939339729e-07,0.9978141784667969
Test_134,0.448915958404541,0.015681374818086624,0.001349701196886599,0.5340529680252075
Test_135,0.052294690161943436,0.42110946774482727,0.4612392485141754,0.0653565526008606
Test_136,5.621872787742177e-06,0.00036203349009156227,1.4602044018374727e-08,0.9996323585510254
Test_137,1.678037961028167e-06,0.01651271991431713,0.9834854006767273,1.8089171760493628e-07
Test_138,4.434964284882881e-05,0.009280144236981869,0.9906721115112305,3.466617044978193e-06
Test_139,0.970939576625824,0.002753274515271187,0.0009666170226410031,0.025340642780065536
Test_140,0.9003720283508301,0.028752511367201805,0.033040791749954224,0.03783462569117546
Test_141,0.00016931036952883005,0.0011018114164471626,4.0481739915776416e-07,0.9987284541130066
Test_142,0.12636837363243103,0.016540082171559334,0.0003599459014367312,0.8567315936088562
Test_143,0.06417333334684372,0.07766323536634445,0.0016524918610230088,0.8565109372138977
Test_144,0.9943285584449768,0.0007037654286250472,0.00032808224204927683,0.0046396455727517605
Test_145,0.0013017184101045132,0.01117510162293911,1.7142876458819956e-05,0.9875060319900513
Test_146,0.0004487553669605404,0.08797795325517654,0.9111543297767639,0.00041893695015460253
Test_147,0.0012645106762647629,0.07337389141321182,0.9248219132423401,0.0005396498600021005
Test_148,0.9214464426040649,0.007064354605972767,0.002313506556674838,0.06917567551136017
Test_149,0.40088951587677,0.057595547288656235,0.5374599099159241,0.004055012948811054
Test_150,0.05975380912423134,0.02116846665740013,0.0004292300436645746,0.9186485409736633
Test_151,3.245796733608586e-07,0.0025503402575850487,0.9974493384361267,1.4086800170787228e-08
Test_152,3.327323429402895e-05,0.07178186625242233,0.9281838536262512,1.0495024298506905e-06
Test_153,0.0008440878009423614,0.0011573800584301353,4.741993052448379e-06,0.9979938268661499
Test_154,1.1193248610652518e-05,0.09343326091766357,0.9065542817115784,1.3157155080989469e-06
Test_155,0.0008609997457824647,0.06305089592933655,0.9357261657714844,0.0003619575873017311
Test_156,0.8352220058441162,0.005980417598038912,0.0023788074031472206,0.15641871094703674
Test_157,0.5976241230964661,0.08020029217004776,0.028608230873942375,0.29356735944747925
Test_158,0.001102001522667706,0.00788179598748684,2.1311921955202706e-05,0.9909949898719788
Test_159,0.0056410180404782295,0.10241683572530746,0.8881251811981201,0.003816872602328658
Test_160,0.8682597875595093,0.00834483839571476,0.0008876644424162805,0.12250762432813644
Test_161,0.044240690767765045,0.008318847976624966,0.0001854217698564753,0.94725501537323
Test_162,0.0016130009898915887,0.013737896457314491,0.9843481183052063,0.0003009839274454862
Test_163,0.00437616603448987,0.5947072505950928,0.3758731484413147,0.0250434298068285
Test_164,0.04374372214078903,0.028706243261694908,0.0005064706201665103,0.927043616771698
Test_165,3.1706215395388426e-06,0.0007613531779497862,1.99905869635586e-08,0.9992355108261108
Test_166,0.0005692383856512606,0.022349752485752106,0.9769200086593628,0.00016091194993350655
Test_167,6.311393372016028e-05,0.19115640223026276,0.8087267279624939,5.3678340918850154e-05
Test_168,0.006837943568825722,0.7413120269775391,0.17358870804309845,0.07826143503189087
Test_169,0.005701904650777578,0.03558959439396858,0.9576160907745361,0.0010924002854153514
Test_170,0.10544393211603165,0.011201991699635983,0.00016996401245705783,0.8831840753555298
Test_171,0.0012684401590377092,0.004514587577432394,0.9941831231117249,3.387430842849426e-05
Test_172,0.00393323041498661,0.5636914372444153,0.4113699793815613,0.02100532501935959
Test_173,3.9351158193312585e-05,0.0055410005152225494,0.9944168329238892,2.8879003366455436e-06
Test_174,0.009660917334258556,0.0076838708482682705,8.814765169518068e-05,0.9825670123100281
Test_175,0.9729890823364258,0.0025433923583477736,0.0010374638950452209,0.023430034518241882
Test_176,0.06243007630109787,0.06749534606933594,0.8667382001876831,0.0033364559058099985
Test_177,0.00022859612363390625,0.0027200919575989246,3.5678856420418015e-06,0.9970477223396301
Test_178,1.6661130075590336e-06,0.00019265894661657512,5.782866629999717e-09,0.999805748462677
Test_179,0.5328652262687683,0.12239237874746323,0.32114559412002563,0.023596787825226784
Test_180,0.020279621705412865,0.29340261220932007,0.6697477698326111,0.01657000556588173
Test_181,0.005436672829091549,0.016923390328884125,0.00011989304039161652,0.9775200486183167
Test_182,0.04525693506002426,0.3900589048862457,0.49579232931137085,0.06889185309410095
Test_183,0.9709237217903137,0.0009840113343670964,0.0011418776120990515,0.026950368657708168
Test_184,0.16071946918964386,0.023759538307785988,0.0019063518848270178,0.8136146664619446
Test_185,0.026270980015397072,0.014331299811601639,0.00010754200047813356,0.9592902064323425
Test_186,0.0007547906716354191,0.010276216082274914,1.4431179806706496e-05,0.9889546632766724
Test_187,5.6353117543039843e-05,0.01474426407366991,0.9851873517036438,1.2081999557267409e-05
Test_188,0.0002461325784679502,0.015293420292437077,0.9844200015068054,4.046397589263506e-05
Test_189,0.9500437378883362,0.00582730071619153,0.0025490254629403353,0.04157990962266922
Test_190,0.025919323787093163,0.3893033266067505,0.5586022138595581,0.02617509290575981
Test_191,0.0038818796165287495,0.08174119889736176,0.9135137796401978,0.0008631640812382102
Test_192,0.028127288445830345,0.22503744065761566,0.7157972455024719,0.031038083136081696
Test_193,1.3252032715627138e-07,0.0006797546520829201,0.9993201494216919,6.467532287501854e-09
Test_194,4.584071575663984e-05,0.22115680575370789,0.7787624597549438,3.490665403660387e-05
Test_195,0.9256852865219116,0.022779444232583046,0.0035803907085210085,0.04795483127236366
Test_196,0.0009261370869353414,0.012037476524710655,1.2773123671649955e-05,0.9870235919952393
Test_197,0.6939342617988586,0.018764961510896683,0.2853383421897888,0.0019624209962785244
Test_198,0.000898243160918355,0.0068289428018033504,1.6349520592484623e-05,0.9922565221786499
Test_199,0.011665690690279007,0.05190948024392128,0.9318909049034119,0.004533881321549416
Test_200,0.0015635311137884855,0.014341011643409729,0.9839105606079102,0.0001848911342676729
Test_201,0.002244400093331933,0.008588006719946861,8.013861224753782e-05,0.9890874624252319
Test_202,0.005079066846519709,0.3972189426422119,0.5690255165100098,0.028676511719822884
Test_203,0.004240029025822878,0.7434284090995789,0.17015527188777924,0.08217635750770569
Test_204,0.0006689769797958434,0.013516407459974289,2.43318409047788e-05,0.9857902526855469
Test_205,0.002145914826542139,0.007343841250985861,4.8360921937273815e-05,0.9904618859291077
Test_206,0.0006289837183430791,0.007165038492530584,1.127010636992054e-05,0.9921947717666626
Test_207,0.6620882749557495,0.01107065286487341,0.001475989120081067,0.3253651559352875
Test_208,0.05077085644006729,0.06376625597476959,0.001026890124194324,0.8844359517097473
Test_209,0.00047683215234428644,0.7804397940635681,0.21477437019348145,0.004309031646698713
Test_210,0.00024094614491332322,0.0021012057550251484,8.882012139110884e-07,0.9976569414138794
Test_211,0.013723376207053661,0.5144245028495789,0.41117414832115173,0.060678012669086456
Test_212,4.8593316023470834e-05,0.00244143302552402,0.9975076913833618,2.2374463242158527e-06
Test_213,0.008887668140232563,0.6350676417350769,0.1897997111082077,0.1662449985742569
Test_214,6.614109793190437e-07,0.0046708774752914906,0.995328426361084,5.687740056714574e-09
Test_215,0.8610062003135681,0.007391567341983318,0.0004790578386746347,0.13112306594848633
Test_216,0.9937176704406738,0.001098543987609446,0.00036194283165968955,0.004821812268346548
Test_217,0.0005552788497880101,0.007873602211475372,1.0530940016906243e-05,0.9915606379508972
Test_218,0.9650217890739441,0.00197383644990623,0.00038660914287902415,0.032617807388305664
Test_219,0.0003453933459240943,0.012870848178863525,0.9867330193519592,5.071497071185149e-05
Test_220,0.00033385297865606844,0.0032136014197021723,3.9699293665762525e-06,0.9964486360549927
Test_221,0.561716616153717,0.07774019986391068,0.00574502581730485,0.3547981381416321
Test_222,0.43665656447410583,0.05638996139168739,0.4963293969631195,0.010624087415635586
Test_223,0.0027083726599812508,0.16809353232383728,0.827530026435852,0.0016680946573615074
Test_224,0.02145220898091793,0.18651151657104492,0.007714859209954739,0.7843214273452759
Test_225,0.8337236642837524,0.02749822288751602,0.01637379638850689,0.12240425497293472
Test_226,0.0018759948434308171,0.30652445554733276,0.6905906200408936,0.001008901046589017
Test_227,0.00026204533060081303,0.003014486748725176,1.7072097762138583e-06,0.9967218041419983
Test_228,0.009651842527091503,0.005323927849531174,0.9849217534065247,0.00010247494356008247
Test_229,0.0009013706003315747,0.12201794981956482,0.8768733739852905,0.00020731522818095982
Test_230,0.0006331857293844223,0.010315502993762493,1.9686156520037912e-05,0.9890316128730774
Test_231,4.187539616395952e-06,0.00044505851110443473,2.5095168609823304e-08,0.9995507597923279
Test_232,0.9458710551261902,0.01846739836037159,0.02459760382771492,0.011063895188272
Test_233,0.9903777837753296,0.0006622170913033187,0.00023955933284014463,0.008720409125089645
Test_234,0.017120040953159332,0.046204354614019394,0.0007336948183365166,0.9359419345855713
Test_235,0.00020468032744247466,0.0038889446295797825,1.2565019460453186e-06,0.9959050416946411
Test_236,0.0028908676467835903,0.1629665046930313,0.8299098610877991,0.0042327819392085075
Test_237,0.004841539077460766,0.026320194825530052,0.0003212079463992268,0.9685170650482178
Test_238,3.908921826223377e-06,0.059068769216537476,0.9409252405166626,2.1401647245511413e-06
Test_239,0.00022579536016564816,0.006054266821593046,0.9936793446540833,4.0670907765161246e-05
Test_240,0.0015752551844343543,0.06430777907371521,0.933620810508728,0.000496150110848248
Test_241,0.010155944153666496,0.7107874751091003,0.20522518455982208,0.07383140921592712
Test_242,0.00023694791889283806,0.0021824161522090435,1.5201981113932561e-06,0.9975791573524475
Test_243,0.9395299553871155,0.005103071220219135,0.002845492446795106,0.052521444857120514
Test_244,0.019062204286456108,0.01240773405879736,0.0002918363024946302,0.9682382345199585
Test_245,0.00036349569563753903,0.7151913642883301,0.27863115072250366,0.005813967436552048
Test_246,0.004048522096127272,0.01353367418050766,7.946951518533751e-05,0.9823383092880249
Test_247,6.991872965045332e-07,0.00036225636722519994,3.5737497405818885e-09,0.9996370077133179
Test_248,0.09584890305995941,0.011943922378122807,9.720114030642435e-05,0.8921099305152893
Test_249,0.010694869793951511,0.06969185173511505,0.9102814793586731,0.009331753477454185
Test_250,0.985218346118927,0.004801434930413961,0.0023796213790774345,0.007600550074130297
Test_251,0.9697476625442505,0.0031309088226407766,0.0016173614421859384,0.02550412528216839
Test_252,0.020432544872164726,0.17141319811344147,0.8012055158615112,0.006948716472834349
Test_253,0.0001894300221465528,0.015589297749102116,7.0162504925974645e-06,0.984214186668396
Test_254,0.007561321370303631,0.028224699199199677,0.00013535167090594769,0.9640786051750183
Test_255,0.0012150306720286608,0.008085910230875015,1.803286613721866e-05,0.990680992603302
Test_256,0.001094173640012741,0.07725927233695984,0.000302494881907478,0.9213440418243408
Test_257,0.0006518189329653978,0.016561757773160934,0.9827369451522827,4.9585341912461445e-05
Test_258,0.019316790625452995,0.4103851914405823,0.5312730073928833,0.039025016129016876
Test_259,0.392975389957428,0.05434637516736984,0.022021174430847168,0.5306570529937744
Test_260,0.050792206078767776,0.006478242110460997,0.00019767633057199419,0.942531943321228
Test_261,0.0003305418067611754,0.005445857997983694,0.9941831231117249,4.048888149554841e-05
Test_262,0.036395810544490814,0.016891470178961754,0.0003746483998838812,0.9463381171226501
Test_263,0.2948439121246338,0.04359043389558792,0.00142572948243469,0.6601399183273315
Test_264,0.9980248212814331,0.0001517977798357606,0.0006152522983029485,0.0012080903397873044
Test_265,0.001544884406030178,0.04803856834769249,0.9501492381095886,0.00026728425291366875
Test_266,0.0001610924955457449,0.00047165463911369443,2.602525341899309e-07,0.9993670582771301
Test_267,0.9984703660011292,0.00014110759366303682,0.00012734885967802256,0.0012611211277544498
Test_268,0.00014207798813004047,0.18933582305908203,0.810401201248169,0.00012083316687494516
Test_269,0.8820208311080933,0.010368202812969685,0.0020748660899698734,0.10553602874279022
Test_270,0.010059109888970852,0.029416335746645927,0.00019126500410493463,0.9603332281112671
Test_271,0.32259446382522583,0.02393435500562191,0.0031294510699808598,0.6503417491912842
Test_272,0.007595627568662167,0.5312067866325378,0.42753249406814575,0.033665139228105545
Test_273,0.908043622970581,0.012600008398294449,0.007165058050304651,0.07219131290912628
Test_274,0.7330477237701416,0.03046066127717495,0.22851097583770752,0.007980586029589176
Test_275,0.003889305517077446,0.26800912618637085,0.7274378538131714,0.0006637513288296759
Test_276,0.008182588033378124,0.1439875066280365,0.003868418512865901,0.8439615368843079
Test_277,0.00022160302614793181,0.007830288261175156,4.292397079552757e-06,0.9919438362121582
Test_278,0.0004388878878671676,0.0009670259896665812,1.8184665577791748e-06,0.9985923171043396
Test_279,7.815658136678394e-06,0.0019930023699998856,0.9979982972145081,8.349337008439761e-07
Test_280,0.00022441837063524872,0.004471029154956341,2.712811919991509e-06,0.9953018426895142
Test_281,0.0017987050814554095,0.011819517239928246,2.970475543406792e-05,0.9863519668579102
Test_282,0.09632003307342529,0.12975120544433594,0.0029943527188152075,0.7709344029426575
Test_283,0.009948212653398514,0.25061696767807007,0.7287005186080933,0.010734242387115955
Test_284,0.00035046899574808776,0.1290818601846695,0.8704102039337158,0.00015744444681331515
Test_285,0.009326796978712082,0.004171597771346569,4.207925667287782e-05,0.986459493637085
Test_286,0.00010848081001313403,0.0009808213217183948,5.983496862427273e-07,0.9989100694656372
Test_287,0.004352687392383814,0.0370347760617733,0.00044397046440280974,0.958168625831604
Test_288,0.00015813691425137222,0.01220123190432787,1.7289534298470244e-05,0.9876233339309692
Test_289,2.1213299987721257e-06,0.00028987627592869103,6.81564671367596e-09,0.9997079968452454
Test_290,5.533959483727813e-05,0.019593754783272743,0.980343222618103,7.562067821709206e-06
Test_291,0.015585342422127724,0.07732531428337097,0.9030433297157288,0.004045911133289337
Test_292,0.9752212166786194,0.004292356316000223,0.001889766426756978,0.01859668269753456
Test_293,3.4260829124832526e-06,0.00781406182795763,0.9921820759773254,3.1841773306950927e-07
Test_294,0.05734112113714218,0.048237357288599014,0.8922525644302368,0.0021690111607313156
Test_295,0.6207787990570068,0.13058827817440033,0.2263852208852768,0.022247759625315666
Test_296,0.24010439217090607,0.05684331804513931,0.004435784183442593,0.6986165642738342
Test_297,0.001363742514513433,0.004184863064438105,1.2167743989266455e-05,0.9944392442703247
Test_298,0.008361064828932285,0.5793893933296204,0.3996642529964447,0.012585299089550972
Test_299,0.00010987556743202731,0.057255618274211884,6.861230212962255e-05,0.9425658583641052
Test_300,0.07031036913394928,0.016727549955248833,0.001025135861709714,0.9119369387626648
Test_301,0.9801452159881592,0.002369652036577463,0.0016858532326295972,0.015799306333065033
Test_302,0.0017347466200590134,0.013249162584543228,3.175221354467794e-05,0.9849843978881836
Test_303,0.9127740263938904,0.01693153567612171,0.002539135981351137,0.06775523722171783
Test_304,0.9130614995956421,0.02932036481797695,0.014872830361127853,0.04274535924196243
Test_305,0.7996521592140198,0.015784667804837227,0.001626624958589673,0.18293651938438416
Test_306,0.006709910463541746,0.010362970642745495,5.7555582316126674e-05,0.982869565486908
Test_307,0.9562356472015381,0.00976715050637722,0.0023530360776931047,0.03164409101009369
Test_308,0.0894034206867218,0.040525976568460464,0.0011400931980460882,0.8689305782318115
Test_309,0.0006441688165068626,0.502795934677124,0.49530482292175293,0.0012550739338621497
Test_310,0.00788393896073103,0.5662583708763123,0.391013503074646,0.034844234585762024
Test_311,0.00014335800369735807,0.43711525201797485,0.5616829991340637,0.0010584350675344467
Test_312,3.3066484320443124e-05,0.00031913729617372155,1.266176496983462e-07,0.9996476173400879
Test_313,0.0006091789691708982,0.008199804462492466,1.4827547602180857e-05,0.9911762475967407
Test_314,0.0002780362556222826,0.003689805744215846,3.5469927297526738e-06,0.9960286617279053
Test_315,0.9319522976875305,0.0005631674430333078,0.0004775166162289679,0.06700701266527176
Test_316,0.003001537872478366,0.1770528107881546,0.8182995319366455,0.0016461239429190755
Test_317,0.5656967163085938,0.08392484486103058,0.32615917921066284,0.024219229817390442
Test_318,0.0019738113041967154,0.7270112633705139,0.020719829946756363,0.25029510259628296
Test_319,8.899516615201719e-06,0.04218384996056557,0.9578052759170532,1.95273537428875e-06
Test_320,0.003958001732826233,0.010450554080307484,0.9854303598403931,0.00016101248911581933
Test_321,0.7119312882423401,0.07941219955682755,0.013468394055962563,0.19518816471099854
Test_322,0.8771864175796509,0.011164804920554161,0.0020602953154593706,0.10958848148584366
Test_323,0.0530850812792778,0.06189696490764618,0.8824576735496521,0.0025602751411497593
Test_324,0.00014879570517223328,0.06550601869821548,0.9343368411064148,8.372484444407746e-06
